Sample.Name	sample_number	Cruise	Event	Order_Occ	Sta_ID	line	station	Cast_Type	Cardinal_Sta	Station_Notes	Bottle	Assoc_Bottle	Depthm	Bottle_Notes	NCOG_DNA	NCOG_RNA	DNA_VolFilt	RNA_VolFilt	Pump_Speed	DNA_RNA_Vol_Notes	Filt_Str	Filt_End	Date	Time	DateTime	Lat_Dec	Lon_Dec	Distance	NoCCSamples	DelDepth	CC_Depth	T_degC	Salnty	STheta	O2ml_L	PO4ug	SiO3ug	NO3ug	NH3ug	ChlorA	Phaeop	RecInd	Code_CCE	IntChl	IntC14	MLD_Sigma	NCDepth	Spike1	Spike8	depth_category
201701_090.0_100.0_515	NR0271	201701	NA	20	090.0 100.0	NA	NA	Prodo	FALSE		1	1	515		FALSE	TRUE		5.7	330		1121	1147	1/9/2017	17:48	1/9/17 17:48	31.08583	-122.65817	-288.1459961	1	0	515	5.804999828	34.21839905	26.97056007	0.412999988	3.119999886	76.44999695	40.65000153	0	NA	NA	3	Off	23.79999924	139.6000061	35.47088045	89.0628271	3643565710	1365869385	Deep
201704_080.0_051.0_11	NR0272	201704	NA	61	080.0 051.0	NA	NA	Prodo	FALSE		9	7	11		TRUE	TRUE	0.964	3.25	330		1040	1109	4/10/2017	17:14	4/10/17 17:14	34.44882	-120.5285	-2.920000076	2	0	11	11.05500031	33.63280106	25.70203018	3.905999899	1.50999999	18.29000092	18.23999977	0.079999998	1.700999975	0.43900001	3	Up	37.5	637.0999756	11.9269228	2	3643565710	1365869385	Surface
201704_080.0_090.0_13	NR0273	201704	NA	66	080.0 090.0	NA	NA	Prodo	FALSE		22	21	13		TRUE	TRUE	2.065	4.5	330		1147	1212	4/11/2017	18:28	4/11/17 18:28	33.1475	-123.21617	-157.9299927	2	0	13	14.73700047	33.11750031	24.57909966	5.947999954	0.239999995	1.519999981	0	0	0.108000003	0.021	3	CC	25.39999962	183.1000061	13.33419331	88.60558994	3643565710	1365869385	Surface
201704_080.0_090.0_77	NR0274	201704	NA	66	080.0 090.0	NA	NA	Prodo	FALSE		14	13	77		TRUE	TRUE	2.11	3.86	330		1147	1212	4/11/2017	18:28	4/11/17 18:28	33.1475	-123.21617	-157.9299927	2	0	77	13.43799973	33.07619858	24.82041931	6.078999996	0.300000012	1.940000057	0	0.090000004	0.354000002	0.216999993	3	CC	25.39999962	183.1000061	13.33419331	88.60558994	3643565710	1365869385	DCM
201704_080.0_090.0_170	NR0275	201704	NA	66	080.0 090.0	NA	NA	Prodo	FALSE		8	8	170		FALSE	TRUE		6.28	330		1147	1218	4/11/2017	18:28	4/11/17 18:28	33.1475	-123.21617	-157.9299927	1	0	170	9.272999763	33.6637001	26.03458023	3.773999929	1.559999943	21.97999954	21.45999908	0	0.005	0.02	3	CC	25.39999962	183.1000061	13.33419331	88.60558994	3643565710	1365869385	Deep
201704_080.0_090.0_515	NR0276	201704	NA	66	080.0 090.0	NA	NA	Prodo	FALSE		1	1	515		FALSE	TRUE		5.65	330		1147	1218	4/11/2017	18:28	4/11/17 18:28	33.1475	-123.21617	-157.9299927	1	3	512	5.460000038	34.1855011	26.98587036	0.456	3.069999933	82.75	41.54999924	0	NA	NA	3	CC	25.39999962	183.1000061	13.33419331	88.60558994	3643565710	1365869385	Deep
201704_090.0_035.0_13	NR0277	201704	NA	28	090.0 035.0	NA	NA	Prodo	FALSE		20	18	13		TRUE	TRUE	0.482	4.37	330		1144	1106	4/4/2017	16:48	4/4/17 16:48	33.25317	-118.24292	-28.92000008	2	-1	14	15.84399986	33.34909821	24.51495934	5.862999916	0.280000001	2.150000095	0	0	0.266000003	0.075999998	3	SCB	39.40000153	NA	19.80934207	32.40321217	3643565710	1365869385	Surface
201704_090.0_035.0_41	NR0278	201704	NA	28	090.0 035.0	NA	NA	Prodo	FALSE		14	13	41		TRUE	TRUE	0.986	4.44	330		1144	1108	4/4/2017	16:48	4/4/17 16:48	33.25317	-118.24292	-28.92000008	2	0	41	12.10900021	33.40480042	25.33226967	4.251999855	1.100000024	10.63000011	12.30000019	0	1.179999948	0.656000018	3	SCB	39.40000153	NA	19.80934207	32.40321217	3643565710	1365869385	DCM
201704_090.0_035.0_170	NR0279	201704	NA	28	090.0 035.0	NA	NA	Prodo	FALSE		5	5	170		FALSE	TRUE		5.95	330		1144	1113	4/4/2017	16:48	4/4/17 16:48	33.25317	-118.24292	-28.92000008	1	-1	171	9.326000214	34.1792984	26.42951012	1.592000008	2.329999924	35.91999817	28.23999977	0	0.009	0.259000003	3	SCB	39.40000153	NA	19.80934207	32.40321217	3643565710	1365869385	Deep
201704_090.0_070.0_11	NR0280	201704	NA	23	090.0 070.0	NA	NA	Prodo	TRUE		21	20	11		TRUE	TRUE	1	4.55	330	DNA start 1116-40	1124	1152	4/3/2017	16:26	4/3/17 16:26	32.08232	-120.6415	-168.9649963	2	-1	12	14.22599983	33.22259903	24.7681694	6.011000156	0.300000012	1.429999948	0.119999997	0	0.370000005	0.223000005	3	CC	30.39999962	441.6000061	11.6181229	54.20289866	3643565710	1365869385	Surface
201704_090.0_070.0_28	NR0281	201704	NA	23	090.0 070.0	NA	NA	Prodo	TRUE		18	17	28		TRUE	TRUE	0.99	2.79	330		1124	1152	4/3/2017	16:26	4/3/17 16:26	32.08232	-120.6415	-168.9649963	2	0	28	13.91899967	33.2193985	24.83039093	6.017000198	0.340000004	1.399999976	0.230000004	0.109999999	0.421000004	0.352999985	3	CC	30.39999962	441.6000061	11.6181229	54.20289866	3643565710	1365869385	DCM
201704_090.0_070.0_170	NR0282	201704	NA	23	090.0 070.0	NA	NA	Prodo	TRUE		8	8	170		FALSE	TRUE		6.15	330		1124	1153	4/3/2017	16:26	4/3/17 16:26	32.08232	-120.6415	-168.9649963	1	0	170	8.937000275	33.88809967	26.26349068	2.713999987	1.950000048	29.15999985	26.01000023	0	0.002	0.024	3	CC	30.39999962	441.6000061	11.6181229	54.20289866	3643565710	1365869385	Deep
201704_090.0_070.0_515	NR0283	201704	NA	23	090.0 070.0	NA	NA	Prodo	TRUE		1	1	515		FALSE	TRUE		5.99	330		1124	1154	4/3/2017	16:26	4/3/17 16:26	32.08232	-120.6415	-168.9649963	1	1	514	5.852000237	34.27659988	27.01082993	0.303000003	3.119999886	77.31999969	40.04999924	0	NA	NA	3	CC	30.39999962	441.6000061	11.6181229	54.20289866	3643565710	1365869385	Deep
201704_090.0_110.0_10	NR0284	201704	NA	19	090.0 110.0	NA	NA	Prodo	FALSE		23	22	10		TRUE	TRUE	2.03	4.48	330		1055	1118	4/2/2017	17:08	4/2/17 17:08	30.75062	-123.3353	-328.3980103	2	0	10	15.38500023	33.15119934	24.46438026	5.839000225	0.25999999	2	0.109999999	0	0.104999997	0.025	3	Off	27.39999962	94.30000305	54.46524907	79.84931489	3643565710	1365869385	Surface
201704_090.0_110.0_90	NR0285	201704	NA	19	090.0 110.0	NA	NA	Prodo	FALSE		14	13	90		TRUE	TRUE	0.98	4.63	330		1055	1119	4/2/2017	17:08	4/2/17 17:08	30.75062	-123.3353	-328.3980103	2	0	90	13.43200016	33.21519852	24.92987061	5.572000027	0.379999995	3.359999895	2.359999895	0	0.40200001	0.30399999	3	Off	27.39999962	94.30000305	54.46524907	79.84931489	3643565710	1365869385	DCM
201704_090.0_110.0_170	NR0286	201704	NA	19	090.0 110.0	NA	NA	Prodo	FALSE		8	8	170		FALSE	TRUE		5.97	330		1055	1122	4/2/2017	17:08	4/2/17 17:08	30.75062	-123.3353	-328.3980103	1	0	170	9.159999847	33.75540161	26.12435913	3.391000032	1.690000057	24.45999908	22.89999962	0	0.003	0.022	3	Off	27.39999962	94.30000305	54.46524907	79.84931489	3643565710	1365869385	Deep
201704_090.0_110.0_515	NR0287	201704	NA	19	090.0 110.0	NA	NA	Prodo	FALSE		1	1	515		FALSE	TRUE		5.91	330		1055	1124	4/2/2017	17:08	4/2/17 17:08	30.75062	-123.3353	-328.3980103	1	0	515	5.860000134	34.24380112	26.98391914	0.395999998	3.039999962	78.68000031	40.24000168	0	NA	NA	3	Off	27.39999962	94.30000305	54.46524907	79.84931489	3643565710	1365869385	Deep
201708_080.0_090.0_10	NR0288	201708	NA	55	080.0 090.0	NA	NA	Prodo	FALSE		23	22	10		TRUE	TRUE	1.63	4.8	NA		1155	1207	8/12/2017	18:38	8/12/17 18:38	33.15097	-123.22102	-158.0310059	2	0	10	18.27899933	33.33119965	23.92790031	5.538000107	0.209999993	2.049999952	0	0	0.075000003	0.017999999	3	CC	23.79999924	52.90000153	34.33537058	111.7901236	3643565710	1365869385	Surface
201708_080.0_090.0_95	NR0289	201708	NA	55	080.0 090.0	NA	NA	Prodo	FALSE		14	13	95		TRUE	TRUE	2.07	4.44	NA		1155	1207	8/12/2017	18:38	8/12/17 18:38	33.15097	-123.22102	-158.0310059	2	-2	97	14.16300011	33.49739838	24.99861908	5.875999928	0.219999999	2.680000067	0.039999999	0	0.31400001	0.229000002	3	CC	23.79999924	52.90000153	34.33537058	111.7901236	3643565710	1365869385	DCM
201708_080.0_090.0_170	NR0290	201708	NA	55	080.0 090.0	NA	NA	Prodo	FALSE		8	8	170		FALSE	TRUE		7.1	NA		1155	1214	8/12/2017	18:38	8/12/17 18:38	33.15097	-123.22102	-158.0310059	1	5	165	9.916000366	33.60200119	25.88116074	4.507999897	1.190000057	14.75	15.03999996	0.059999999	0.024	0.035	3	CC	23.79999924	52.90000153	34.33537058	111.7901236	3643565710	1365869385	Deep
201708_080.0_090.0_515	NR0291	201708	NA	55	080.0 090.0	NA	NA	Prodo	FALSE		1	1	515		FALSE	TRUE		6.35	NA		1155	1215	8/12/2017	18:38	8/12/17 18:38	33.15097	-123.22102	-158.0310059	1	-2	517	5.828999996	34.22840118	26.97558975	0.421999991	3.140000105	78.52999878	40.20999908	0	NA	NA	3	CC	23.79999924	52.90000153	34.33537058	111.7901236	3643565710	1365869385	Deep
201708_090.0_045.0_0	NR0292	201708	NA	24	090.0 045.0	NA	NA	Prodo	FALSE		24	24	0		TRUE	TRUE	0.97	4.45	NA		1206	1219	8/6/2017	16:57	8/6/17 16:57	32.91878	-118.9342	-69.04599762	2	-2	2	20.03800011	33.39979935	23.53310966	5.40899992	0.200000003	1.080000043	0	0.109999999	0.150000006	0.045000002	3	SCB	32.09999847	264.3999939	13.16586112	48.86792449	3643565710	1365869385	Surface
201708_090.0_045.0_47	NR0293	201708	NA	24	090.0 045.0	NA	NA	Prodo	FALSE		18	18	47		TRUE	TRUE	0.95	4.5	NA		1206	1219	8/6/2017	16:57	8/6/17 16:57	32.91878	-118.9342	-69.04599762	2	0	47	14.73499966	33.27750015	24.70503044	6.018000126	0.289999992	1.580000043	0.230000004	0	0.643000007	0.307000011	3	SCB	32.09999847	264.3999939	13.16586112	48.86792449	3643565710	1365869385	DCM
201708_090.0_045.0_170	NR0294	201708	NA	24	090.0 045.0	NA	NA	Prodo	FALSE		8	8	170		FALSE	TRUE		6	NA		1206	1222	8/6/2017	16:57	8/6/17 16:57	32.91878	-118.9342	-69.04599762	1	0	170	9.180999756	33.99480057	26.30838966	2.398000002	2.059999943	30.71999931	26.30999947	0	0.004	0.035999998	3	SCB	32.09999847	264.3999939	13.16586112	48.86792449	3643565710	1365869385	Deep
201708_090.0_045.0_515	NR0295	201708	NA	24	090.0 045.0	NA	NA	Prodo	FALSE		1	1	515		FALSE	TRUE		6.1	NA		1206	1225	8/6/2017	16:57	8/6/17 16:57	32.91878	-118.9342	-69.04599762	1	-1	516	6.289000034	34.31240082	26.98446083	0.307000011	3.119999886	73.47000122	38.90000153	0	NA	NA	3	SCB	32.09999847	264.3999939	13.16586112	48.86792449	3643565710	1365869385	Deep
201708_090.0_080.0_10	NR0296	201708	NA	20	090.0 080.0	NA	NA	Prodo	FALSE		22	21	10		TRUE	TRUE	0.91	4.45	NA		1224	1241	8/5/2017	18:19	8/5/17 18:19	31.75018	-121.31728	-208.7389984	2	0	10	17.25600052	33.49480057	24.30050087	5.821000099	0.170000002	0	0	0	0.317999989	0.050999999	3	CC	62.70000076	465.7000122	11.43936307	43.8749999	3643565710	1365869385	Surface
201708_090.0_080.0_34	NR0297	201708	NA	20	090.0 080.0	NA	NA	Prodo	FALSE		18	17	34		TRUE	TRUE	0.78	4.26	NA		1224	1241	8/5/2017	18:19	8/5/17 18:19	31.75018	-121.31728	-208.7389984	2	0	34	16.73399925	33.50130081	24.42999077	5.755000114	0.25	0.170000002	0.039999999	0.079999998	1.366000056	0.140000001	3	CC	62.70000076	465.7000122	11.43936307	43.8749999	3643565710	1365869385	DCM
201708_090.0_080.0_170	NR0298	201708	NA	20	090.0 080.0	NA	NA	Prodo	FALSE		8	8	170		FALSE	TRUE		7.65	NA		1224	1250	8/5/2017	18:19	8/5/17 18:19	31.75018	-121.31728	-208.7389984	1	0	170	8.779999733	33.93040085	26.32114983	2.604000092	2.039999962	31.72999954	27.09000015	0	0.01	0.048999999	3	CC	62.70000076	465.7000122	11.43936307	43.8749999	3643565710	1365869385	Deep
201708_090.0_080.0_515	NR0299	201708	NA	20	090.0 080.0	NA	NA	Prodo	FALSE		1	1	515		FALSE	TRUE		7.66	NA		1224	1255	8/5/2017	18:19	8/5/17 18:19	31.75018	-121.31728	-208.7389984	1	-1	516	5.573999882	34.24940109	27.02301979	0.310000002	3.210000038	83.48999786	41.27999878	0	NA	NA	3	CC	62.70000076	465.7000122	11.43936307	43.8749999	3643565710	1365869385	Deep
201708_090.0_120.0_10	NR0300	201708	NA	16	090.0 120.0	NA	NA	Prodo	TRUE		23	22	10		TRUE	TRUE	1.44	4.65	NA		1215	1234	8/4/2017	17:55	8/4/17 17:55	30.41833	-123.99872	-368.0620117	2	0	10	20.23999977	33.60409927	23.63656998	5.268000126	0.219999999	2.130000114	0.119999997	0.170000002	0.075999998	0.014	3	Off	24	129.8999939	16.24118608	115.6342413	3643565710	1365869385	Surface
201708_090.0_120.0_113	NR0301	201708	NA	16	090.0 120.0	NA	NA	Prodo	TRUE		12	11	113		TRUE	TRUE	1.71	4.6	NA		1215	1234	8/4/2017	17:55	8/4/17 17:55	30.41833	-123.99872	-368.0620117	2	-1	114	13.85099983	33.29790115	24.91006088	5.55700016	0.360000014	3.359999895	0.649999976	0	0.222000003	0.241999999	3	Off	24	129.8999939	16.24118608	115.6342413	3643565710	1365869385	DCM
201708_090.0_120.0_170	NR0302	201708	NA	16	090.0 120.0	NA	NA	Prodo	TRUE		8	8	170		FALSE	TRUE		7.35	NA		1215	1234	8/4/2017	17:55	8/4/17 17:55	30.41833	-123.99872	-368.0620117	1	0	170	10.5170002	33.45930099	25.66814995	4.300000191	1.220000029	13.86999989	15.22000027	0	0.072999999	0.104000002	3	Off	24	129.8999939	16.24118608	115.6342413	3643565710	1365869385	Deep
201708_090.0_120.0_515	NR0303	201708	NA	16	090.0 120.0	NA	NA	Prodo	TRUE		1	1	515		FALSE	TRUE		7.7	NA		1215	1234	8/4/2017	17:55	8/4/17 17:55	30.41833	-123.99872	-368.0620117	1	-2	517	5.75	34.19609833	26.95965004	0.501999974	3.089999914	76.51000214	40.68999863	0	NA	NA	3	Off	24	129.8999939	16.24118608	115.6342413	3643565710	1365869385	Deep
201711_080.0_070.0_13	NR0304	201711	NA	50	080.0 070.0	NA	NA	Prodo	TRUE		22	21	13		TRUE	TRUE	2	4	NA		1115	1137	11/18/2017	17:47	11/18/17 17:47	33.81522	-121.82553	-77.64199829	2	0	13	16.93799973	33.33720016	24.25485992	5.698999882	0.209999993	1.830000043	0	0	0.300999999	0.072999999	3	CC	33.70000076	192	26.98477823	56.7861771	3643565710	1365869385	Surface
201711_080.0_070.0_44	NR0305	201711	NA	50	080.0 070.0	NA	NA	Prodo	TRUE		17	16	44		TRUE	TRUE	2	4	NA		1115	1133	11/18/2017	17:47	11/18/17 17:47	33.81522	-121.82553	-77.64199829	2	0	44	15.17099953	33.32389832	24.64645958	5.828999996	0.25999999	1.99000001	0	0.050000001	0.763999999	0.370000005	3	CC	33.70000076	192	26.98477823	56.7861771	3643565710	1365869385	DCM
201711_080.0_070.0_170	NR0306	201711	NA	50	080.0 070.0	NA	NA	Prodo	TRUE		8	8	170		FALSE	TRUE		6	NA		1115	1132	11/18/2017	17:47	11/18/17 17:47	33.81522	-121.82553	-77.64199829	1	-1	171	8.906999588	33.92819977	26.29964066	2.677000046	1.970000029	30.51000023	25.98999977	0	0.006	0.039000001	3	CC	33.70000076	192	26.98477823	56.7861771	3643565710	1365869385	Deep
201711_080.0_070.0_515	NR0307	201711	NA	50	080.0 070.0	NA	NA	Prodo	TRUE		1	1	515		FALSE	TRUE		6	NA		1115	1131	11/18/2017	17:47	11/18/17 17:47	33.81522	-121.82553	-77.64199829	1	0	515	5.281000137	34.14089966	26.97153091	0.601999998	3.039999962	83.62000275	41.02999878	0	NA	NA	3	CC	33.70000076	192	26.98477823	56.7861771	3643565710	1365869385	Deep
201711_090.0_028.0_9	NR0308	201711	NA	30	090.0 028.0	NA	NA	Prodo	FALSE		9	8	9		TRUE	TRUE	2	4	NA		949	1002	11/15/2017	16:52	11/15/17 16:52	33.48477	-117.7684	-1.379999995	2	-1	10	16.36000061	33.39989853	24.43670082	5.876999855	0.230000004	2.190000057	0	0	0.750999987	0.280999988	3	SCB	28.79999924	438.8999939	10.31908142	16.10321103	3643565710	1365869385	Surface
201711_090.0_028.0_16	NR0309	201711	NA	30	090.0 028.0	NA	NA	Prodo	FALSE		6	5	16		TRUE	TRUE	2	4	NA		949	1002	11/15/2017	16:52	11/15/17 16:52	33.48477	-117.7684	-1.379999995	2	0	16	14.71000004	33.3445015	24.76008034	NA	0.439999998	4.599999905	0.949999988	0	1.154000044	0.515999973	3	SCB	28.79999924	438.8999939	10.31908142	16.10321103	3643565710	1365869385	DCM
201711_090.0_053.0_11	NR0310	201711	NA	25	090.0 053.0	NA	NA	Prodo	TRUE		22	21	11		TRUE	TRUE	2	4	NA		1106	1120	11/14/2017	17:36	11/14/17 17:36	32.65053	-119.4817	-101.012001	2	0	11	16.96299934	33.46649933	24.34803009	5.616000175	0.230000004	1.25999999	0	0	0.363999993	0.097000003	3		33.59999847	227.1000061	35.3670672	61.18461542	3643565710	1365869385	Surface
201711_090.0_053.0_48	NR0311	201711	NA	25	090.0 053.0	NA	NA	Prodo	TRUE		16	15	48		TRUE	TRUE	2	4	NA		1106	1120	11/14/2017	17:36	11/14/17 17:36	32.65053	-119.4817	-101.012001	2	0	48	15.97999954	33.4056015	24.53019905	5.657999992	0.270000011	1.600000024	0.159999996	0.200000003	0.451999992	0.268999994	3		33.59999847	227.1000061	35.3670672	61.18461542	3643565710	1365869385	DCM
201711_090.0_053.0_170	NR0312	201711	NA	25	090.0 053.0	NA	NA	Prodo	TRUE		8	8	170		FALSE	TRUE		6	NA		1106	1120	11/14/2017	17:36	11/14/17 17:36	32.65053	-119.4817	-101.012001	1	0	170	8.869999886	33.88669968	26.27289009	2.894999981	1.899999976	29.42000008	25.62000084	0	0.003	0.025	3		33.59999847	227.1000061	35.3670672	61.18461542	3643565710	1365869385	Deep
201711_090.0_053.0_515	NR0313	201711	NA	25	090.0 053.0	NA	NA	Prodo	TRUE		1	1	515		FALSE	TRUE		5.5	NA		1106	1120	11/14/2017	17:36	11/14/17 17:36	32.65053	-119.4817	-101.012001	1	0	515	6.117000103	34.27360153	26.97557068	0.356999993	3.079999924	76.08999634	39.38999939	0	NA	NA	3		33.59999847	227.1000061	35.3670672	61.18461542	3643565710	1365869385	Deep
201711_090.0_090.0_8	NR0314	201711	NA	21	090.0 090.0	NA	NA	Prodo	TRUE		22	21	8		TRUE	TRUE	2	4	NA		1138	1156	11/13/2017	18:00	11/13/17 18:00	31.41843	-121.98907	-248.4349976	2	0	8	18.93700027	33.54539871	23.92750931	5.385000229	0.200000003	1.220000029	0	0.059999999	0.160999998	0.057	3	Off	22.70000076	193.1999969	31.27084862	59.93700793	3643565710	1365869385	Surface
201711_090.0_090.0_56	NR0315	201711	NA	21	090.0 090.0	NA	NA	Prodo	TRUE		16	15	56		TRUE	TRUE	2	4	NA		1138	1156	11/13/2017	18:00	11/13/17 18:00	31.41843	-121.98907	-248.4349976	2	0	56	14.81599998	33.33369827	24.73158073	6.053999901	0.289999992	2.069999933	0	0	0.361999989	0.241999999	3	Off	22.70000076	193.1999969	31.27084862	59.93700793	3643565710	1365869385	DCM
201711_090.0_090.0_170	NR0316	201711	NA	21	090.0 090.0	NA	NA	Prodo	TRUE		8	8	170		FALSE	TRUE		6	NA		1138	1200	11/13/2017	18:00	11/13/17 18:00	31.41843	-121.98907	-248.4349976	1	-1	171	9.321000099	33.71699905	26.06862068	4.018000126	1.409999967	19.59000015	19.5	0	0.005	0.029999999	3	Off	22.70000076	193.1999969	31.27084862	59.93700793	3643565710	1365869385	Deep
201711_090.0_090.0_515	NR0317	201711	NA	21	090.0 090.0	NA	NA	Prodo	TRUE		1	1	515		FALSE	TRUE		5.5	NA		1138	1200	11/13/2017	18:00	11/13/17 18:00	31.41843	-121.98907	-248.4349976	1	-1	516	5.824999809	34.2405014	26.9856205	0.360000014	3.069999933	78.66000366	41.13999939	0	NA	NA	3	Off	22.70000076	193.1999969	31.27084862	59.93700793	3643565710	1365869385	Deep
201804_090.0_045.0_10	NR0318	201804	NA	26	090.0 045.0	NA	NA	Prodo	FALSE		23	21	10		TRUE	TRUE	2	4	NA		1225	1240	4/10/2018	18:07	4/10/18 18:07	32.90982	-118.93282	-69.26100159	2	0	10	15.88000011	33.59270096	24.69392967	5.870999813	0.219999999	0.560000002	1.75999999	NA	0.488000005	0.116999999	3	SCB	44.79999924	411.5	12.07037515	2	3643565710	1365869385	Surface
201804_090.0_045.0_38	NR0319	201804	NA	26	090.0 045.0	NA	NA	Prodo	FALSE		17	16	38		TRUE	TRUE	2	4	NA		1225	1240	4/10/2018	18:07	4/10/18 18:07	32.90982	-118.93282	-69.26100159	2	0	38	13.07900047	33.50960159	25.22538948	4.894999981	0.699999988	6.170000076	7.340000153	NA	1.220999956	0.658999979	3	SCB	44.79999924	411.5	12.07037515	2	3643565710	1365869385	DCM
201804_090.0_045.0_170	NR0320	201804	NA	26	090.0 045.0	NA	NA	Prodo	FALSE		8		170		FALSE	TRUE		6	NA		1225	1243	4/10/2018	18:07	4/10/18 18:07	32.90982	-118.93282	-69.26100159	1	0	170	8.916000366	33.99349976	26.34934998	2.335999966	2.119999886	32.25999832	27.88999939	NA	0.008	0.048999999	3	SCB	44.79999924	411.5	12.07037515	2	3643565710	1365869385	Deep
201804_090.0_045.0_515	NR0321	201804	NA	26	090.0 045.0	NA	NA	Prodo	FALSE		1		515		FALSE	TRUE		6	NA		1225	1243	4/10/2018	18:07	4/10/18 18:07	32.90982	-118.93282	-69.26100159	1	-1	516	6.31099987	34.3205986	26.98811913	0.294999987	3.109999895	74.94000244	39.02999878	NA	NA	NA	3	SCB	44.79999924	411.5	12.07037515	2	3643565710	1365869385	Deep
201804_076.7_055.0_8	NR0322	201804	NA	73	076.7 055.0	NA	NA	Prodo	FALSE		21		8		TRUE	TRUE	2	4	NA		1300	1317	4/20/2018	18:44	4/20/18 18:44	34.89232	-121.19682	-30.81500053	2	0	8	13.47599983	33.46749878	25.11153984	6.106999874	0.340000004	1.960000038	1.129999995	0.079999998	1.447999954	0.368999988	3	Up	129.3000031	688.7999878	28.16987672	2	3643565710	1365869385	Surface
201804_076.7_055.0_44	NR0323	201804	NA	73	076.7 055.0	NA	NA	Prodo	FALSE		16		44		TRUE	TRUE	2	4	NA		1300	1317	4/20/2018	18:44	4/20/18 18:44	34.89232	-121.19682	-30.81500053	2	0	44	13.27700043	33.4612999	25.14883041	6.034999847	0.379999995	2.170000076	1.769999981	0.159999996	1.843000054	0.495999992	3	Up	129.3000031	688.7999878	28.16987672	2	3643565710	1365869385	DCM
201806_090.0_028.0_10	NR0324	201806	NA	29	090.0 028.0	NA	NA	Prodo	FALSE		9	12	10		TRUE	TRUE	2	4	NA		1115	1135	6/15/2018	17:21	6/15/18 17:21	33.48133	-117.77423	-1.736999989	2	-3	13	18.61400032	33.68510056	24.11573982	5.861000061	0.159999996	0.189999998	0	0	0.395999998	0.094999999	3	SCB	70	1679.5	11.88245002	24.46443508	3643565710	1365869385	Surface
201806_090.0_028.0_30	NR0325	201806	NA	29	090.0 028.0	NA	NA	Prodo	FALSE		13	8	30		TRUE	TRUE	2	4	NA		1115	1145	6/15/2018	17:21	6/15/18 17:21	33.48133	-117.77423	-1.736999989	2	0	30	12.68799973	33.54589844	25.3300209	5.656000137	0.730000019	2.609999895	4.78000021	0.100000001	3.64199996	1.042000055	3	SCB	70	1679.5	11.88245002	24.46443508	3643565710	1365869385	DCM
201810_090.0_053.0_11	NR0326	201810	NA	25	090.0 053.0	NA	NA	Prodo	TRUE		23	22	11		TRUE	TRUE	2	4	NA		1400	1415	10/19/2018	19:30	10/19/18 19:30	32.65192	-119.48083	-100.9319992	2	0	11	19.43799973	33.68999863	23.91072083	5.324999809	0.209999993	1.389999986	0	0	0.097999997	0.035999998	3		22.60000038	160.3999939	20.53350737	60.40317453	3643565710	1365869385	Surface
201810_090.0_053.0_59	NR0327	201810	NA	25	090.0 053.0	NA	NA	Prodo	TRUE		17	16	59		TRUE	TRUE	2	4	NA		1400	1415	10/19/2018	19:30	10/19/18 19:30	32.65192	-119.48083	-100.9319992	2	0	59	14.02999973	33.51919937	25.04084969	5.677999973	0.319999993	2.359999895	0.660000026	0	0.321999997	0.268000007	3		22.60000038	160.3999939	20.53350737	60.40317453	3643565710	1365869385	DCM
201810_090.0_053.0_170	NR0328	201810	NA	25	090.0 053.0	NA	NA	Prodo	TRUE		8		170		FALSE	TRUE		6	NA		1400	1427	10/19/2018	19:30	10/19/18 19:30	32.65192	-119.48083	-100.9319992	1	0	170	9.147999763	33.87030029	26.21620941	2.980999947	1.889999986	27.34000015	25.02000046	0.059999999	0	0.025	3		22.60000038	160.3999939	20.53350737	60.40317453	3643565710	1365869385	Deep
201810_090.0_053.0_515	NR0329	201810	NA	25	090.0 053.0	NA	NA	Prodo	TRUE		1		515		FALSE	TRUE		6	NA		1400	1422	10/19/2018	19:30	10/19/18 19:30	32.65192	-119.48083	-100.9319992	1	0	515	6.399000168	34.29980087	26.96036911	0.328999996	3.130000114	72	39.11999893	0	NA	NA	3		22.60000038	160.3999939	20.53350737	60.40317453	3643565710	1365869385	Deep
201810_090.0_028.0_9	NR0330	201810	NA	30	090.0 028.0	NA	NA	Prodo	FALSE		10	9	9		TRUE	TRUE	2	4	NA		1020	1050	10/20/2018	16:39	10/20/18 16:39	33.48512	-117.76727	-1.32099998	2	-1	10	17.14500046	33.52170181	24.34741974	6.06400013	0.170000002	2.869999886	0	0.050000001	0.883000016	0.340999991	3	SCB	44.79999924	379.2999878	10.56076153	29.5358851	3643565710	1365869385	Surface
201810_090.0_028.0_22	NR0331	201810	NA	30	090.0 028.0	NA	NA	Prodo	FALSE		7	6	22		TRUE	TRUE	2	4	NA		1020	1050	10/20/2018	16:39	10/20/18 16:39	33.48512	-117.76727	-1.32099998	2	0	22	14.69999981	33.51050186	24.89060974	5.377999783	0.400000006	4.090000153	0.540000021	0	1.434000015	0.577000022	3	SCB	44.79999924	379.2999878	10.56076153	29.5358851	3643565710	1365869385	DCM
201802_090.0_045.0_10	NR0332	201802	NA	6	090.0 045.0	NA	NA	Ross	FALSE		22	20	10		TRUE	TRUE	2	4	NA		1200	1220	2/2/2018	18:16	2/2/18 18:16	32.91863	-118.9365	-69.15100098	2	0	10	15.61999989	33.50550079	24.68507004	5.78399992	0.219999999	0	0	0	0.229000002	0.071999997	3	SCB	41.59999847	NA	30.07865544	31.87969919	3643565710	1365869385	Surface
